sumario_S8__D5_C11_GPovo.txt.seg_S9, 0.6, 0, 1, COMPLEMENTO, 0.1, 0.5, sim
sumario_S6__D3_C21_JB.txt.seg_S7, 0.2, 1, 1, REDUNDANCIA, 0.14285714285714285, 0.46153846153846156, sim
sumario_S6__D3_C21_JB.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.2857142857142857, 0.4423076923076923, nao
sumario_S6__D3_C21_JB.txt.seg_S5, 0.2, 0, 1, REDUNDANCIA, 0.14285714285714285, 0.1858974358974359, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S5, 0.1111111111111111, 0, 0, NOT_RELATION, 0.2, 0.42574257425742573, nao
sumario_S1__D2_C15_Estadao.txt.seg_S5, 0.07692307692307693, 0, 0, NOT_RELATION, 0.8, 0.2540983606557377, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.2, 0.40588235294117647, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S6, 0.6666666666666666, 0, 1, REDUNDANCIA, 0.0, 0.1652892561983471, sim
sumario_S6__D3_C9_OGlobo.txt.seg_S1, 0.1111111111111111, 0, 0, NOT_RELATION, 1.0, 0.4739583333333333, nao
sumario_S4__D1_C28_Folha.txt.seg_S15, 0.1111111111111111, 0, 0, NOT_RELATION, 0.0, 0.3305785123966942, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.6, 0.7804347826086957, nao
sumario_S1__D2_C15_Estadao.txt.seg_S4, 0.15384615384615385, 0, 0, NOT_RELATION, 0.6, 0.016129032258064516, nao
sumario_S5__D1_C48_Folha.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.125, 0.6386554621848739, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.6, 0.5860655737704918, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S8, 0.0, 0, 0, NOT_RELATION, 0.4, 0.7055393586005831, nao
sumario_S5__D1_C48_Folha.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.0, 0.45569620253164556, nao
sumario_S1__D2_C15_Estadao.txt.seg_S6, 0.15384615384615385, 0, 0, NOT_RELATION, 1.0, 0.2229299363057325, nao
sumario_S4__D1_C7_Estadao.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.5384615384615384, nao
sumario_S5__D1_C48_Folha.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.125, 0.6260869565217392, nao
sumario_S2__D5_C22_GPovo.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.875, 0.07462686567164178, nao
sumario_S5__D1_C45_Folha.txt.seg_S20, 0.16666666666666666, 0, 0, NOT_RELATION, 0.3333333333333333, 0.7405405405405405, nao
sumario_S12__D4_C27_JB.txt.seg_S28, 0.0, 0, 0, NOT_RELATION, 0.18181818181818182, 0.8354430379746836, nao
sumario_S7__D2_C3_Estadao.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.625, 0.24666666666666667, nao
sumario_S1__D2_C15_Estadao.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.4, 0.30327868852459017, nao
sumario_S2__D4_C47_JB.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.4, 0.375, nao
sumario_S1__D2_C15_Estadao.txt.seg_S2, 0.23076923076923078, 0, 0, NOT_RELATION, 0.2, 0.4325581395348837, nao
sumario_S3__D2_C8_OGlobo.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.6, 0.4636363636363636, nao
sumario_S5__D4_C25_JB.txt.seg_S22, 0.0, 0, 0, NOT_RELATION, 0.42857142857142855, 0.8071428571428572, nao
sumario_S4__D1_C7_Estadao.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.0, 0.1588785046728972, nao
sumario_S12__D4_C27_JB.txt.seg_S29, 0.0, 0, 0, NOT_RELATION, 0.18181818181818182, 0.2616822429906542, nao
sumario_S1__D4_C32_GPovo.txt.seg_S30, 0.10526315789473684, 0, 0, NOT_RELATION, 1.0, 0.28888888888888886, nao
sumario_S2__D4_C47_JB.txt.seg_S10, 0.14285714285714285, 1, 0, NOT_RELATION, 0.4, 0.7018348623853211, nao
sumario_S5__D1_C29_Folha.txt.seg_S20, 0.0, 0, 0, NOT_RELATION, 0.4, 0.21495327102803738, nao
sumario_S4__D1_C43_Folha.txt.seg_S1, 0.45454545454545453, 0, 1, REDUNDANCIA, 0.16666666666666666, 0.5, nao
sumario_S4__D1_C43_Folha.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.47863247863247865, nao
sumario_S4__D1_C43_Folha.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.0, 0.44036697247706424, nao
sumario_S4__D1_C43_Folha.txt.seg_S5, 0.18181818181818182, 0, 0, NOT_RELATION, 0.16666666666666666, 0.22131147540983606, nao
sumario_S4__D1_C43_Folha.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.3770491803278688, nao
sumario_S2__D4_C47_JB.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.6, 0.632768361581921, nao
sumario_S4__D1_C43_Folha.txt.seg_S6, 0.8181818181818182, 0, 1, REDUNDANCIA, 0.16666666666666666, 0.02459016393442623, sim
sumario_S4__D1_C43_Folha.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.38524590163934425, nao
sumario_S4__D1_C43_Folha.txt.seg_S8, 0.0, 1, 0, NOT_RELATION, 0.0, 0.21311475409836064, nao
sumario_S10__D4_C11_JB.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.0, 0.7135678391959799, nao
sumario_S11__D2_C33_Estadao.txt.seg_S7, 0.6666666666666666, 0, 1, REDUNDANCIA, 0.25, 0.1390728476821192, sim
sumario_S4__D2_C18_Estadao.txt.seg_S24, 0.0, 0, 0, NOT_RELATION, 0.25, 0.10465116279069768, nao
sumario_S11__D2_C33_Estadao.txt.seg_S5, 0.13333333333333333, 0, 0, NOT_RELATION, 0.08333333333333333, 0.45384615384615384, nao
sumario_S11__D2_C33_Estadao.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.0, 0.20245398773006135, nao
sumario_S11__D2_C33_Estadao.txt.seg_S3, 0.06666666666666667, 0, 0, NOT_RELATION, 0.08333333333333333, 0.35384615384615387, nao
sumario_S11__D2_C33_Estadao.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.5, nao
sumario_S11__D2_C33_Estadao.txt.seg_S1, 0.13333333333333333, 0, 0, NOT_RELATION, 0.25, 0.2696629213483146, nao
sumario_S4__D5_C47_GPovo.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.2, 0.1568627450980392, nao
sumario_S1__D3_C29_GPovo.txt.seg_S9, 0.08333333333333333, 0, 0, NOT_RELATION, 0.8, 0.4792626728110599, nao
sumario_S1__D3_C29_GPovo.txt.seg_S8, 0.041666666666666664, 0, 0, NOT_RELATION, 0.6, 0.6728110599078341, nao
sumario_S2__D2_C42_Estadao.txt.seg_S24, 0.0, 0, 0, NOT_RELATION, 0.75, 0.8347457627118644, nao
sumario_S2__D2_C42_Estadao.txt.seg_S23, 0.08333333333333333, 0, 0, NOT_RELATION, 0.75, 0.11440677966101695, nao
sumario_S3__D2_C39_Estadao.txt.seg_S3, 0.125, 0, 0, NOT_RELATION, 1.0, 0.3220338983050847, sim
sumario_S2__D2_C42_Estadao.txt.seg_S21, 0.041666666666666664, 0, 0, NOT_RELATION, 0.75, 0.6186440677966102, nao
sumario_S2__D2_C42_Estadao.txt.seg_S20, 0.20833333333333334, 0, 0, NOT_RELATION, 0.5, 0.5113871635610766, nao
sumario_S12__D1_C27_Folha.txt.seg_S19, 0.1, 0, 0, NOT_RELATION, 0.45454545454545453, 0.31645569620253167, nao
sumario_S3__D2_C39_Estadao.txt.seg_S2, 0.0625, 2, 0, NOT_RELATION, 0.5, 0.03954802259887006, nao
sumario_S12__D1_C27_Folha.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.6363636363636364, 0.40601503759398494, nao
sumario_S4__D2_C18_Estadao.txt.seg_S20, 0.09090909090909091, 0, 1, REDUNDANCIA, 0.125, 0.4304635761589404, nao
sumario_S12__D1_C27_Folha.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.6363636363636364, 0.46835443037974683, nao
sumario_S2__D3_C4_OGlobo.txt.seg_S20, 0.0, 0, 0, NOT_RELATION, 0.75, 0.2871287128712871, nao
sumario_S12__D1_C27_Folha.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.5454545454545454, 0.21782178217821782, nao
sumario_S12__D1_C27_Folha.txt.seg_S16, 0.0, 1, 0, NOT_RELATION, 0.5454545454545454, 0.22549019607843138, nao
sumario_S3__D3_C12_GPovo.txt.seg_S8, 0.0, 0, 0, NOT_RELATION, 0.0, 0.4224137931034483, nao
sumario_S3__D2_C39_Estadao.txt.seg_S4, 0.5, 1, 1, REDUNDANCIA, 1.0, 0.3107344632768362, sim
sumario_S4__D2_C18_Estadao.txt.seg_S22, 0.0, 0, 0, NOT_RELATION, 0.25, 0.3333333333333333, nao
sumario_S4__D2_C18_Estadao.txt.seg_S23, 0.0, 1, 0, NOT_RELATION, 0.25, 0.328125, nao
sumario_S4__D5_C47_GPovo.txt.seg_S1, 0.1, 0, 0, NOT_RELATION, 0.2, 0.6588628762541806, nao
sumario_S2__D1_C6_Folha.txt.seg_S5, 0.07142857142857142, 0, 0, NOT_RELATION, 0.25, 0.3092105263157895, nao
sumario_S12__D4_C27_JB.txt.seg_S25, 0.0, 0, 0, NOT_RELATION, 0.2727272727272727, 0.07058823529411765, nao
sumario_S2__D2_C13_Estadao.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.6, 0.75, nao
sumario_S4__D5_C47_GPovo.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.4, 0.6518771331058021, nao
sumario_S4__D5_C47_GPovo.txt.seg_S5, 0.1, 2, 0, NOT_RELATION, 0.4, 0.45161290322580644, nao
sumario_S5__D2_C13_Estadao.txt.seg_S10, 0.1, 0, 0, NOT_RELATION, 0.0, 0.5136363636363637, nao
sumario_S4__D1_C44_Folha.txt.seg_S18, 0.07692307692307693, 0, 0, NOT_RELATION, 0.625, 0.44176706827309237, nao
sumario_S3__D4_C22_JB.txt.seg_S18, 0.16666666666666666, 0, 0, NOT_RELATION, 0.75, 0.7354838709677419, nao
sumario_S3__D4_C22_JB.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.75, 0.74375, nao
sumario_S3__D4_C22_JB.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.625, 0.6238532110091743, nao
sumario_S3__D4_C22_JB.txt.seg_S15, 0.0, 0, 0, NOT_RELATION, 0.625, 0.594059405940594, nao
sumario_S3__D4_C22_JB.txt.seg_S14, 0.16666666666666666, 0, 1, COMPLEMENTO, 0.5, 0.5060240963855421, nao
sumario_S3__D4_C22_JB.txt.seg_S13, 0.16666666666666666, 0, 0, NOT_RELATION, 0.5, 0.5287356321839081, nao
sumario_S3__D4_C22_JB.txt.seg_S12, 0.16666666666666666, 0, 0, NOT_RELATION, 0.375, 0.7559523809523809, nao
sumario_S3__D4_C22_JB.txt.seg_S11, 0.16666666666666666, 0, 0, NOT_RELATION, 0.375, 0.652542372881356, nao
sumario_S3__D4_C22_JB.txt.seg_S10, 0.16666666666666666, 0, 0, NOT_RELATION, 0.25, 0.26785714285714285, nao
sumario_S12__D4_C27_JB.txt.seg_S26, 0.3, 0, 1, REDUNDANCIA, 0.2727272727272727, 0.17721518987341772, nao
sumario_S5__D3_C6_JB.txt.seg_S10, 0.2, 0, 0, NOT_RELATION, 0.0, 0.3202614379084967, nao
sumario_S2__D2_C4_Estadao.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.5, 0.55, nao
sumario_S5__D4_C25_JB.txt.seg_S25, 0.0, 0, 0, NOT_RELATION, 0.5714285714285714, 0.4928571428571429, sim
sumario_S7__D4_C36_JB.txt.seg_S18, 0.0, 0, 0, NOT_RELATION, 0.07692307692307693, 0.4482758620689655, nao
sumario_S7__D4_C36_JB.txt.seg_S19, 0.0, 0, 0, NOT_RELATION, 0.0, 0.375, nao
sumario_S7__D4_C36_JB.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.07692307692307693, 0.52, nao
sumario_S7__D4_C36_JB.txt.seg_S17, 0.0, 1, 0, NOT_RELATION, 0.07692307692307693, 0.8125, nao
sumario_S7__D4_C36_JB.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 0.15384615384615385, 0.52, nao
sumario_S8__D5_C25_GPovo.txt.seg_S24, 0.0, 0, 0, NOT_RELATION, 0.0, 0.12295081967213115, sim
sumario_S8__D5_C25_GPovo.txt.seg_S23, 0.0, 0, 0, NOT_RELATION, 0.0, 0.06870229007633588, sim
sumario_S7__D4_C36_JB.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.15384615384615385, 0.4146341463414634, nao
sumario_S7__D4_C36_JB.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.23076923076923078, 0.7525773195876289, nao
sumario_S7__D4_C36_JB.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.23076923076923078, 0.02040816326530612, nao
sumario_S3__D4_C10_JB.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 1.0, 0.5515151515151515, nao
sumario_S3__D4_C10_JB.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 1.0, 0.6796536796536796, nao
sumario_S3__D4_C10_JB.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.7777777777777778, 0.5842696629213483, nao
sumario_S3__D4_C10_JB.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.8888888888888888, 0.6942148760330579, nao
sumario_S10__D2_C27_Estadao.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.8181818181818182, 0.5416666666666666, nao
sumario_S3__D4_C10_JB.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 1.0, 0.45985401459854014, nao
sumario_S6__D3_C9_OGlobo.txt.seg_S4, 0.1111111111111111, 0, 0, NOT_RELATION, 0.4, 0.32673267326732675, nao
sumario_S5__D4_C25_JB.txt.seg_S21, 0.0, 0, 0, NOT_RELATION, 0.2857142857142857, 0.10714285714285714, nao
sumario_S10__D2_C27_Estadao.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.09090909090909091, 0.5584415584415584, nao
sumario_S4__D1_C28_Folha.txt.seg_S12, 0.4444444444444444, 0, 1, REDUNDANCIA, 0.3333333333333333, 0.5235294117647059, nao
sumario_S5__D4_C25_JB.txt.seg_S20, 0.0, 0, 0, NOT_RELATION, 0.2857142857142857, 0.04285714285714286, nao
sumario_S4__D1_C28_Folha.txt.seg_S13, 0.6666666666666666, 0, 1, REDUNDANCIA, 0.0, 0.345679012345679, sim
sumario_S5__D4_C25_JB.txt.seg_S23, 0.0, 0, 0, NOT_RELATION, 0.42857142857142855, 0.5071428571428571, nao
sumario_S4__D1_C28_Folha.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 0.0, 0.25925925925925924, nao
sumario_S7__D5_C22_GPovo.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.125, 0.550561797752809, nao
sumario_S12__D4_C27_JB.txt.seg_S20, 0.1, 0, 0, NOT_RELATION, 0.45454545454545453, 0.04819277108433735, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.0, 0.36, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S4, 0.06666666666666667, 0, 0, NOT_RELATION, 0.0, 0.18831168831168832, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S7, 0.06666666666666667, 0, 0, NOT_RELATION, 0.3333333333333333, 0.5404411764705882, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.0, 0.23780487804878048, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S1, 0.06666666666666667, 0, 0, NOT_RELATION, 0.0, 0.28160919540229884, nao
sumario_S4__D1_C28_Folha.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.0, 0.09876543209876543, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.503968253968254, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S2, 0.3333333333333333, 0, 1, REDUNDANCIA, 0.3333333333333333, 0.5155038759689923, sim
sumario_S6__D3_C9_OGlobo.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.8, 0.495, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S9, 0.06666666666666667, 0, 0, NOT_RELATION, 0.3333333333333333, 0.3279569892473118, nao
sumario_S2__D3_C40_OGlobo.txt.seg_S8, 0.06666666666666667, 0, 0, NOT_RELATION, 0.3333333333333333, 0.464, nao
sumario_S4__D3_C28_OGlobo.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.0, 0.024691358024691357, nao
sumario_S1__D2_C46_Estadao.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.5, 0.1694915254237288, nao
sumario_S1__D2_C46_Estadao.txt.seg_S8, 0.0, 0, 0, NOT_RELATION, 0.5, 0.5819209039548022, nao
sumario_S1__D2_C46_Estadao.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.25, 0.7005649717514124, nao
sumario_S1__D2_C46_Estadao.txt.seg_S4, 0.05263157894736842, 0, 0, NOT_RELATION, 0.25, 0.4463276836158192, nao
sumario_S1__D2_C46_Estadao.txt.seg_S7, 0.05263157894736842, 0, 0, NOT_RELATION, 0.5, 0.711864406779661, sim
sumario_S1__D2_C46_Estadao.txt.seg_S6, 0.05263157894736842, 0, 0, NOT_RELATION, 0.25, 0.423728813559322, nao
sumario_S1__D2_C46_Estadao.txt.seg_S1, 0.6842105263157895, 0, 1, REDUNDANCIA, 0.0, 0.09230769230769231, sim
sumario_S8__D2_C33_Estadao.txt.seg_S8, 0.2, 0, 0, NOT_RELATION, 0.4166666666666667, 0.49743589743589745, nao
sumario_S1__D2_C46_Estadao.txt.seg_S3, 0.05263157894736842, 0, 0, NOT_RELATION, 0.0, 0.2824858757062147, nao
sumario_S1__D2_C46_Estadao.txt.seg_S2, 0.05263157894736842, 0, 0, NOT_RELATION, 0.0, 0.5875706214689266, nao
sumario_S6__D5_C10_GPovo.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 0.1111111111111111, 0.39444444444444443, nao
sumario_S6__D5_C10_GPovo.txt.seg_S15, 0.0, 0, 0, NOT_RELATION, 0.2222222222222222, 0.35502958579881655, nao
sumario_S3__D1_C7_Estadao.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.07142857142857142, nao
sumario_S6__D5_C10_GPovo.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.2222222222222222, 0.23776223776223776, nao
sumario_S6__D5_C10_GPovo.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.48826291079812206, nao
sumario_S6__D5_C47_GPovo.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.4, 0.6834862385321101, nao
sumario_S6__D5_C10_GPovo.txt.seg_S10, 0.09090909090909091, 0, 0, NOT_RELATION, 0.1111111111111111, 0.2875816993464052, nao
sumario_S6__D5_C47_GPovo.txt.seg_S12, 0.14285714285714285, 0, 0, NOT_RELATION, 0.4, 0.7148760330578512, nao
sumario_S6__D5_C47_GPovo.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.2, 0.6101694915254238, nao
sumario_S6__D5_C47_GPovo.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 0.2, 0.5892857142857143, nao
sumario_S6__D5_C47_GPovo.txt.seg_S15, 0.0, 0, 0, NOT_RELATION, 0.2, 0.6310160427807486, nao
sumario_S6__D5_C47_GPovo.txt.seg_S16, 0.14285714285714285, 0, 0, NOT_RELATION, 0.0, 0.5490196078431373, nao
sumario_S6__D5_C10_GPovo.txt.seg_S11, 0.2727272727272727, 0, 1, REDUNDANCIA, 0.0, 0.3302752293577982, nao
sumario_S8__D5_C26_GPovo.txt.seg_S9, 0.0, 1, 0, NOT_RELATION, 0.1111111111111111, 0.625, nao
sumario_S8__D5_C26_GPovo.txt.seg_S8, 0.0, 0, 0, NOT_RELATION, 0.0, 0.5877862595419847, nao
sumario_S5__D5_C41_GPovo.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.6, 0.2846715328467153, nao
sumario_S8__D2_C33_Estadao.txt.seg_S44, 0.0, 0, 0, NOT_RELATION, 0.5833333333333334, 0.08411214953271028, nao
sumario_S5__D5_C41_GPovo.txt.seg_S1, 0.09090909090909091, 0, 0, NOT_RELATION, 0.2, 0.216, nao
sumario_S6__D5_C10_GPovo.txt.seg_S12, 0.09090909090909091, 0, 0, NOT_RELATION, 0.0, 0.01834862385321101, nao
sumario_S5__D5_C41_GPovo.txt.seg_S3, 0.09090909090909091, 0, 0, NOT_RELATION, 0.2, 0.36363636363636365, nao
sumario_S5__D5_C41_GPovo.txt.seg_S2, 0.09090909090909091, 0, 0, NOT_RELATION, 0.0, 0.14782608695652175, nao
sumario_S7__D1_C2_Folha.txt.seg_S18, 0.13333333333333333, 0, 0, NOT_RELATION, 0.16666666666666666, 0.014492753623188406, nao
sumario_S8__D5_C26_GPovo.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.5555555555555556, 0.7216494845360825, nao
sumario_S6__D5_C10_GPovo.txt.seg_S13, 0.18181818181818182, 0, 0, NOT_RELATION, 0.1111111111111111, 0.11009174311926606, nao
sumario_S8__D5_C26_GPovo.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.45454545454545453, nao
sumario_S8__D5_C26_GPovo.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.4444444444444444, 0.5645161290322581, nao
sumario_S8__D5_C26_GPovo.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.1111111111111111, 0.6766467065868264, nao
sumario_S1__D4_C47_JB.txt.seg_S11, 0.0, 1, 0, NOT_RELATION, 0.6, 0.6904761904761905, nao
sumario_S5__D3_C24_JB.txt.seg_S1, 0.07692307692307693, 0, 0, NOT_RELATION, 1.0, 0.10416666666666667, nao
sumario_S5__D3_C24_JB.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.5, 0.7209302325581395, nao
sumario_S5__D3_C24_JB.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.0, 0.6821705426356589, nao
sumario_S1__D1_C30_Folha.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 1.0, 0.17567567567567569, nao
sumario_S8__D2_C33_Estadao.txt.seg_S40, 0.1, 0, 0, NOT_RELATION, 0.5, 0.5829787234042553, nao
sumario_S1__D1_C30_Folha.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 1.0, 0.2459016393442623, nao
sumario_S1__D1_C30_Folha.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 1.0, 0.11475409836065574, nao
sumario_S1__D1_C30_Folha.txt.seg_S10, 0.13333333333333333, 0, 0, NOT_RELATION, 1.0, 0.016129032258064516, nao
sumario_S1__D1_C30_Folha.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 1.0, 0.47540983606557374, nao
sumario_S10__D2_C27_Estadao.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 0.36363636363636365, 0.5454545454545454, nao
sumario_S5__D4_C27_JB.txt.seg_S32, 0.1111111111111111, 0, 0, NOT_RELATION, 0.5454545454545454, 0.033707865168539325, nao
